Date,Close,High,Low,Open,Volume,MA20,MA50,RSI,MACD,MACD_signal,MACD_hist
2009-02-27,2.6785004138946533,2.7381823609699323,2.629314772539612,2.637112623132673,706658400,2.8154691815376283,,44.198572656774246,-0.0008727817120148806,0.034942537113824335,-0.035815318825839215
2009-03-02,2.637411594390869,2.7351828145783923,2.629314028969135,2.642810305024992,770929600,2.812185084819794,,42.096465574032194,-0.009383959312923018,0.02607723782847486,-0.03546119714139788
2009-03-03,2.6503071784973145,2.721386151985095,2.6356116364164595,2.667102140935933,724340400,2.807476484775543,,43.012534124868694,-0.014916613580779448,0.017878467546623998,-0.032795081127403446
2009-03-04,2.7342824935913086,2.7822682488792743,2.6826983322126337,2.7045914889487936,741403600,2.8047622442245483,,48.70373543380989,-0.012382438785068839,0.01182628628028543,-0.02420872506535427
2009-03-05,2.6644036769866943,2.7552761975316358,2.6527077055553656,2.7129890682572024,706899200,2.797699344158173,,44.70299981221395,-0.01583024232059138,0.006294980560110067,-0.02212522288070145
2009-03-06,2.558236122131348,2.6512082760696827,2.4691622921753056,2.6494085721881757,1011147200,2.7809643745422363,,39.40663501908684,-0.026820317930095428,-0.00032807913793103227,-0.026492238792164394
2009-03-09,2.492555618286133,2.6272152933245274,2.4763610838551,2.5246465717307918,698297600,2.756056773662567,,36.52363552355412,-0.04036460177214485,-0.008335383664773797,-0.032029218107371055
2009-03-10,2.6581056118011475,2.674300942415701,2.5300437543429832,2.5453389328214158,844258800,2.7352429747581484,,47.04070586587382,-0.037309957416175266,-0.014130298415054091,-0.023179659001121174
2009-03-11,2.7795701026916504,2.821257810048632,2.686598134418269,2.6934958324744542,846372800,2.727520263195038,,53.17126404248636,-0.024802057779449882,-0.01626465028793325,-0.008537407491516633
2009-03-12,2.889636754989624,2.8965352534083006,2.759175730869412,2.786167887817669,768457200,2.7268154859542846,,57.924390339403764,-0.005939531011471377,-0.014199626432640874,0.008260095421169497
2009-03-13,2.877040386199951,2.9151298832656747,2.849448795472044,2.8881377267135964,601168400,2.7218069553375246,,57.20873558408791,0.007901650353569156,-0.009779371075398868,0.017681021428968026
2009-03-16,2.8617446422576904,2.920826937212995,2.8245555050337323,2.8950348553512395,797244000,2.7161986351013185,2.7331735849380494,56.29912881148721,0.017435660164362154,-0.004336364827446663,0.021772024991808817
2009-03-17,2.988907814025879,2.989807165524587,2.85124837266008,2.8563473673103683,786646000,2.7238914251327513,2.7385180139541627,61.74486397646317,0.034850699670971874,0.003501048072237045,0.03134965159873483
2009-03-18,3.044689655303955,3.103472027238185,2.9907063591741787,2.99640398534202,796037200,2.7346131563186646,2.7426807498931884,63.871682047585644,0.05254763591433331,0.0133103656406563,0.039237270273677016
2009-03-19,3.047689914703369,3.0950752430754163,3.006601848129248,3.054587611694504,500180800,2.751078200340271,2.7478392124176025,63.9876512529325,0.06605326037715598,0.023858944587956236,0.04219431578919974
2009-03-20,3.0467898845672607,3.092376514935955,3.016199520153786,3.061785349675189,695587200,2.7666585206985475,2.7541853332519532,63.92136493299184,0.07581004910067879,0.03424916549050075,0.04156088361017804
2009-03-23,3.228835105895996,3.243830567371206,3.051588422911704,3.080379276486674,666397200,2.7977141737937927,2.7631586503982546,70.56366375870776,0.09711245052452666,0.04682182249730593,0.05029062802722073
2009-03-24,3.1940455436706543,3.2822192215800694,3.160756127183726,3.189846901976388,640612000,2.8220818638801575,2.772707781791687,67.98762413013448,0.10992043584404376,0.059441545166653495,0.05047889067739027
2009-03-25,3.193746328353882,3.249829667067901,3.114870273913673,3.2264369164776325,646618000,2.845070004463196,2.7834025716781614,67.96464286158604,0.11867865860934668,0.07128896785519213,0.04738969075415454
2009-03-26,3.295116424560547,3.298414914354123,3.22643676165679,3.233933893602784,616252000,2.8760807633399965,2.7966946268081667,71.48169324602422,0.132274554107374,0.08348608510562851,0.04878846900174548
2009-03-27,3.204543113708496,3.254928025773892,3.191047433986047,3.2459309059589256,492872800,2.9023828983306883,2.8096027898788454,64.65193095273402,0.1341939852802252,0.09362766514054785,0.04056632013967734
2009-03-30,3.13376522064209,3.149360123518083,3.0773819546053787,3.134364855188816,502796000,2.9272005796432494,2.82226505279541,59.840358661397154,0.12852243720487966,0.10060661955341421,0.027915817651465447
2009-03-31,3.152658224105835,3.222537140743519,3.14905901693043,3.1625546924086807,570080000,2.9523181319236755,2.835934963226318,60.681540838098044,0.12412140765344182,0.10530957717341974,0.01881183048002208
2009-04-01,3.259726285934448,3.2690231199756776,3.1157688100363323,3.121767154988959,589372000,2.9785903215408327,2.8542234992980955,65.13805663082435,0.12779986057065518,0.10980763385286682,0.017992226717788357
2009-04-02,3.380290269851685,3.4414721989343904,3.2924165014129607,3.3032133242047217,812366800,3.014384651184082,2.8721461486816406,69.350761043731,0.13884307042716193,0.11561472116772584,0.023228349259436093
2009-04-03,3.478661298751831,3.482860141217805,3.404583723077572,3.4246773826031345,636241200,3.060405910015106,2.888719205856323,72.29272603490212,0.15376016227341482,0.12324380938886363,0.030516352884551193
2009-04-06,3.5524392127990723,3.561436331578804,3.397385168583417,3.447170640661461,658064400,3.113400089740753,2.9067678213119508,74.2862738695574,0.16958050757811138,0.13251114902671318,0.0370693585513982
2009-04-07,3.448970317840576,3.499055709742593,3.4246774151941985,3.4948568672366607,536580800,3.152943325042725,2.9219792747497557,67.00498746023852,0.17178889467110636,0.14036669815559183,0.03142219651551453
2009-04-08,3.488558292388916,3.502653604411718,3.436373884311088,3.4618660535479746,455630000,3.188392734527588,2.9373286962509155,68.28581667926912,0.1747194193413133,0.1472372423927361,0.027482176948577186
2009-04-09,3.586028814315796,3.5989248568753527,3.5377429332958226,3.55153952853862,530756800,3.2232123374938966,2.9525461387634278,71.24548885591481,0.18279973620995849,0.15434974115618058,0.028449995053777904
2009-04-13,3.605522871017456,3.628316185255436,3.568934161910498,3.599224607755696,389236400,3.2596364617347717,2.9688732481002806,71.81207608955692,0.18860236236860262,0.161200265398665,0.027402096969937617
2009-04-14,3.5482401847839355,3.604024000077753,3.516449752776594,3.586028962612896,454622000,3.293961238861084,2.9857761812210084,67.5971038406442,0.1864297057578166,0.16624615347049532,0.02018355228732127
2009-04-15,3.5281460285186768,3.5464401798419813,3.471762787034596,3.5149492691525084,412882400,3.320923149585724,3.0014495182037355,66.13077316393138,0.1809999742295414,0.16919691762230454,0.01180305660723685
2009-04-16,3.642411231994629,3.693395556065461,3.562634855727158,3.574631544142424,593446000,3.3508092284202577,3.0185263967514038,70.10240506335647,0.18379840622422172,0.17211721534268798,0.011681190881533743
2009-04-17,3.701494693756104,3.726387431027832,3.60642330534098,3.634314815405359,497495600,3.383499467372894,3.0364430570602416,71.93499560695342,0.18860955181670436,0.17541568263749124,0.013193869179213114
2009-04-20,3.613921403884888,3.688599226970684,3.5737332773403168,3.65081043937489,466466000,3.4118560433387755,3.050862774848938,65.5240736129826,0.18324366781178103,0.1769812796723492,0.006262388139431835
2009-04-21,3.651707887649536,3.663105142139273,3.556936451113613,3.5656336498459003,470685600,3.432999682426453,3.0640827798843384,66.89502796652478,0.1799656871075337,0.1775781611593861,0.0023875259481475897
2009-04-22,3.644212007522583,3.759377853974713,3.634914170331183,3.677801945965208,938767200,3.4555080056190492,3.0754793882369995,66.33152286240016,0.1747486156384368,0.17701225205519625,-0.002263636416759446
2009-04-23,3.760876178741455,3.814860487993383,3.704193014408173,3.797465686273932,945156800,3.483864498138428,3.0920164251327513,70.49704193471922,0.17797627283949957,0.1772050562120569,0.0007712166274426724
2009-04-24,3.715890645980835,3.753079592223005,3.687999136511033,3.738084126884772,540764000,3.5049032092094423,3.1082595920562746,67.05212879553477,0.17488825495242555,0.17674169596013062,-0.00185344100770507
2009-04-27,3.7407824993133545,3.748880265779243,3.67870082434568,3.6858992394056247,480690000,3.531715178489685,3.1235310220718384,67.9843912505091,0.172461514082213,0.1758856595845471,-0.0034241455023341083
2009-04-28,3.715890645980835,3.785169944106135,3.696696338229274,3.699395193642762,455856800,3.5608214497566224,3.138370614051819,65.97405503504507,0.16660917308805967,0.17403036228524962,-0.0074211891971899535
2009-04-29,3.7530810832977295,3.804365362883679,3.713792700239876,3.744383878124145,458110800,3.590842592716217,3.156731195449829,67.51945713376021,0.16309208413970788,0.17184270665614126,-0.008750622516433382
2009-04-30,3.773773193359375,3.8088623152450913,3.7464815206403888,3.78546916689766,498489600,3.6165449380874635,3.175601558685303,68.37995917858139,0.16012858352537895,0.1694998820299888,-0.009371298504609854
2009-05-01,3.816060543060303,3.837354271551657,3.7728732514602696,3.7728732514602696,397516000,3.6383334517478945,3.197554988861084,70.12204621660933,0.15935527523074677,0.1674709606701404,-0.008115685439393616
2009-05-04,3.9609179496765137,3.966316061558243,3.829257035860029,3.846052007053217,609358400,3.6624462842941283,3.2220696783065796,75.16887664105394,0.16848896897236232,0.16767456233058478,0.0008144066417775375
2009-05-05,3.980111360549927,3.984609719364555,3.9324253134718377,3.951319701848822,398255200,3.683829891681671,3.2495174646377563,75.75328564111075,0.17525599292538319,0.16919084844954446,0.006065144475838724
2009-05-06,3.97381329536438,4.003804224264504,3.905433352811236,3.9987060306310775,473538800,3.7100720405578613,3.274859895706177,75.1284516591225,0.17805816326778734,0.17096431141319304,0.007093851854594296
2009-05-07,3.8706459999084473,3.970515704795396,3.835855977176028,3.968716200149384,531776000,3.729176425933838,3.297593145370483,65.58534933540085,0.16999457329150225,0.17077036378885488,-0.0007757904973526297
2009-05-08,3.874543428421021,3.935725361455962,3.786669654305818,3.87004426812192,467964000,3.743602156639099,3.321585988998413,65.76228310662461,0.16205059170092584,0.16902640937126906,-0.006975817670343221
2009-05-11,3.8859384059906006,3.927626097441287,3.8124602910448,3.819958621737685,404658800,3.7576229333877564,3.345734748840332,66.3076869525196,0.15488894517025908,0.16619891653106705,-0.011309971360807969
2009-05-12,3.7314858436584473,3.890138912705793,3.696396716243095,3.8856401526177926,609481600,3.766785216331482,3.3676162338256836,53.79801368241854,0.13519185023602942,0.15999750327205953,-0.024805653036030106
2009-05-13,3.5836293697357178,3.719489089979808,3.580329879344574,3.6951957911278273,595971600,3.769559383392334,3.3862826776504518,45.038231148962076,0.10642418705171686,0.149282840027991,-0.04285865297627414
2009-05-14,3.687397718429565,3.7047933194450064,3.589927414629721,3.592326352218827,447826400,3.7718087077140807,3.405344982147217,51.06094101326478,0.09095042534098985,0.13761635709059078,-0.04666593174960093
2009-05-15,3.671503782272339,3.7374839916929576,3.647210879512652,3.668504208616164,367567200,3.7703091621398928,3.4254869842529296,50.15439166536238,0.07652274333467579,0.1253976343394078,-0.048874891004731996
2009-05-18,3.798364400863648,3.7998643874274096,3.646010453251964,3.710791373239153,458841600,3.7795313119888307,3.4502895498275756,56.75413792279597,0.07446688520214462,0.11521148451195515,-0.04074459930981053
2009-05-19,3.8223581314086914,3.8781411392724263,3.771073081533136,3.8034637447239006,372422400,3.7880638241767883,3.476885600090027,57.889785114478556,0.07392157445572467,0.10695350250070905,-0.03303192804498438
2009-05-20,3.774972438812256,3.8751428115829234,3.757877553700966,3.827756680596556,388584000,3.794601845741272,3.499222936630249,54.827594618798955,0.06887187033666908,0.09933717606790106,-0.030465305731231976
2009-05-21,3.724287986755371,3.8022644877791794,3.685599853775073,3.753379566350111,407946000,3.7927724361419677,3.5181172943115233,51.678727837846886,0.060087480673764126,0.09148723698907367,-0.03139975631530954
2009-05-22,3.6739020347595215,3.724286928899684,3.6514086425889607,3.720388004850039,297998400,3.790673005580902,3.5338025999069216,48.68527696258442,0.04850097430374145,0.08288998445200722,-0.03438901014826577
2009-05-26,3.922229528427124,3.923729515799863,3.735385399244571,3.741683664430318,636927200,3.7997453570365907,3.5547063827514647,60.75175619970589,0.05868011012631058,0.07804800958686789,-0.01936789946055731
2009-05-27,3.9903101921081534,4.04819224936868,3.9261286680479817,3.952221482379625,646422000,3.8134663343429565,3.5772776937484743,63.29971102326968,0.07141743347038476,0.07672189436357127,-0.005304460893186508
2009-05-28,4.050889492034912,4.060486442886708,3.959716256613413,4.002303301627087,487552800,3.828356754779816,3.5985173273086546,65.44910463597459,0.0854154807173595,0.07846061163432891,0.006954869083030585
2009-05-29,4.073082447052002,4.07578130159583,4.014299873478035,4.060486324294553,456534400,3.843322217464447,3.619085183143616,66.2294031369425,0.09717959413766453,0.08220440813499603,0.014975186002668492
2009-06-01,4.179252624511719,4.198446532471135,4.078782322719729,4.092878436999683,452499600,3.861481821537018,3.641716437339783,69.74914790641192,0.11375844822001602,0.08851521615200003,0.025243232068015986
2009-06-02,4.183449745178223,4.238932831102158,4.149259581339804,4.168454684506897,456223600,3.872608411312103,3.664449634552002,69.88278310635138,0.12578599938363055,0.09596937279832614,0.029816626585304415
2009-06-03,4.227237701416016,4.232035977633485,4.170854452154092,4.198745959283176,565199600,3.8849647283554076,3.6844176864624023,71.3069093493449,0.13726889211046167,0.10422927666075324,0.03303961544970843
2009-06-04,4.310912132263184,4.324108492749017,4.199945940657553,4.202644795787863,550634000,3.901819670200348,3.706755018234253,73.85142141076273,0.15137602599979916,0.11365862652856243,0.03771739947123673
2009-06-05,4.338805675506592,4.390689378258974,4.295018540451344,4.357999586287723,632716000,3.9252276539802553,3.729656205177307,74.65821058592861,0.1629286668157084,0.12351263458599163,0.03941603222971676
2009-06-08,4.314211368560791,4.325607825306541,4.181651128032327,4.313312017102621,931652400,3.9472110509872436,3.750038104057312,72.53318429428447,0.16816120517077904,0.1324423487029491,0.035718856467829935
2009-06-09,4.280322551727295,4.335505740317,4.215241690543327,4.313012340353005,676964400,3.966930258274078,3.771553692817688,69.59375185664622,0.1676410238477679,0.13948208373191287,0.02815894011585504
2009-06-10,4.206243515014648,4.26922493902031,4.147761250380884,4.267125518177763,688623600,3.9906681418418883,3.793003258705139,63.53270440424996,0.1594135965338852,0.14346838629230735,0.015945210241577856
2009-06-11,4.19724702835083,4.245532923352282,4.15525979844904,4.185251535001145,524823600,4.021349024772644,3.813895034790039,62.8171902354356,0.1504332588585564,0.14486136080555717,0.005571898052999236
2009-06-12,4.10787296295166,4.171753336464986,4.079980658098604,4.16305613645051,563085600,4.042372786998749,3.8308579683303834,56.06234488062407,0.13455348755563268,0.14279978615557226,-0.008246298599939583
2009-06-15,4.081480979919434,4.106673633580615,4.045492103926332,4.07908204185881,539750400,4.062871646881104,3.844881782531738,54.20859866333457,0.11847335483931065,0.13793449989231993,-0.019461145053009277
2009-06-16,4.089280605316162,4.152861094408121,4.081782269608082,4.098577244221133,514805200,4.07741745710373,3.857094168663025,54.68547183059385,0.10514702889846284,0.13137700569354852,-0.02622997679508568
2009-06-17,4.066185474395752,4.12226880297371,4.034694961691509,4.098875255764075,571412800,4.089608824253082,3.8673690938949585,52.92781422308897,0.09166557187539048,0.1234347189299169,-0.03176914705452642
2009-06-18,4.07518196105957,4.138762811165959,4.066484761944353,4.082079656821944,427680400,4.104619300365448,3.8798933267593383,53.554063495249046,0.08077622332194512,0.11490301980832254,-0.034126796486377425
2009-06-19,4.183150768280029,4.183750202394594,4.105773714552367,4.140862433340086,721856800,4.1275624394416806,3.8937851762771607,60.3685465442797,0.07993705197347634,0.1079098262413533,-0.027972774267876963
2009-06-22,4.119870185852051,4.245532754027534,4.0886799823529785,4.218841310831853,634914000,4.149860846996307,3.9044620037078857,55.25185860465538,0.0733205943190427,0.10099197985689118,-0.02767138553784848
2009-06-23,4.019099712371826,4.1072734068291386,3.9852102547549206,4.090779154659141,706532400,4.154704356193543,3.912733540534973,48.2400017618957,0.0592625273968439,0.09264608936488172,-0.03338356196803782
2009-06-24,4.0853800773620605,4.123768693883101,4.0445929231028215,4.06138789277782,485525600,4.159457850456238,3.9234763383865356,52.50907001916474,0.052860338526572015,0.08468893919721979,-0.03182860067064777
2009-06-25,4.194546699523926,4.204743886370788,4.055088777342282,4.071283508546024,589447600,4.166640710830689,3.9368043518066407,58.57005085293554,0.05595043005677436,0.0789412373691307,-0.022990807312356337
2009-06-26,4.271925449371338,4.305515395021299,4.19094935861711,4.192448945514317,439384400,4.176582860946655,3.949394636154175,62.247868816207266,0.06390649400636494,0.07593428869657755,-0.012027794690212604
2009-06-29,4.2578301429748535,4.317212193712106,4.244934093627971,4.302516639746057,567616000,4.180511736869812,3.9605213451385497,61.18240219355875,0.06828718640240616,0.07440486823774327,-0.006117681835337105
2009-06-30,4.27162504196167,4.3127125169604765,4.252731050071809,4.276123802137205,434224000,4.1849205017089846,3.9736754179000853,61.87027434924786,0.07204159903754181,0.07393221439770298,-0.001890615360161163
2009-07-01,4.283621311187744,4.338505789726608,4.2743246735224085,4.303715775070223,414178800,4.187739682197571,3.9863136863708495,62.49272785350545,0.0751190708803966,0.0741695856942417,0.000949485186154897
2009-07-02,4.199344158172607,4.283618889773601,4.192446462953669,4.236233573576064,370479200,4.182161283493042,3.9974163293838503,55.622909224223015,0.0699511739825045,0.07332590335189426,-0.0033747293693897618
2009-07-06,4.1570587158203125,4.168455974524963,4.086279829243563,4.159757571305305,498688400,4.173073935508728,4.005339980125427,52.504195559264055,0.06173188985511224,0.07100710065253786,-0.009275210797425618
2009-07-07,4.060787200927734,4.189149010506141,4.054189420332775,4.15315973307009,461596800,4.160402727127075,4.012237911224365,46.15868151870668,0.04690900349771798,0.06618748122157389,-0.019278477723855908
2009-07-08,4.115370750427246,4.139963568960996,4.031395907325087,4.076383102555207,575929200,4.152155137062072,4.0197296762466435,49.85880432176473,0.03911529872196873,0.06077304472165286,-0.021657745999684133
2009-07-09,4.089578628540039,4.1384639474664295,4.076682584985246,4.131566249948114,343025200,4.146321892738342,4.027203435897827,48.17409867525886,0.030505870171937843,0.054719609811709854,-0.02421373963977201
2009-07-10,4.154359817504883,4.167855296061698,4.088378807931999,4.0889794434195,445275600,4.144177532196045,4.03522901058197,52.51413213068387,0.028580676323132437,0.049491823113994374,-0.020911146790861937
2009-07-13,4.268926620483398,4.268926620483398,4.124670340023138,4.18495174169696,483501200,4.152230215072632,4.045132079124451,59.04599625636182,0.03588585999744698,0.046770630490684896,-0.010884770493237918
2009-07-14,4.266825675964356,4.294117752096421,4.2335364546075205,4.259628461016767,347247600,4.161497449874878,4.054147381782531,58.886031054243574,0.04103274211685903,0.045623052815919725,-0.0045903106990606915
2009-07-15,4.405083179473877,4.4086821860802505,4.328306373988847,4.349899612780046,485587200,4.177287578582764,4.063030686378479,65.5083212370898,0.05562667862009896,0.04762377797675557,0.008002900643343386
2009-07-16,4.424278736114502,4.439275003009589,4.3657968589943295,4.371494887829797,393570800,4.1951922416687015,4.071914033889771,66.31945886338035,0.06795802166810017,0.05169062671502449,0.01626739495307568
2009-07-17,4.551141262054443,4.55923902976776,4.457569059485541,4.471065339007735,602154000,4.218990206718445,4.083460593223572,71.14854795172386,0.08696496747392946,0.058745494866805484,0.02821947260712397
2009-07-20,4.585931777954102,4.6498133850618,4.525350463608378,4.596729205074539,735526400,4.239129257202149,4.097766308784485,72.32062104547643,0.10364070727990615,0.06772453734942561,0.03591616993048054
2009-07-21,4.543942451477051,4.601525771592927,4.491158608955356,4.597327329862993,874781600,4.260332870483398,4.111154289245605,68.69347350912258,0.11217507900687629,0.07661464568091575,0.03556043332596054
2009-07-22,4.700796127319336,4.760478870201442,4.68190173751709,4.7322866435152005,874104000,4.294417691230774,4.1274514436721805,73.94952082365175,0.13009574804526114,0.08731086615378483,0.042784881891476306
2009-07-23,4.733185291290283,4.751778957029607,4.665405203137787,4.697495944166772,526962800,4.326807951927185,4.1474854326248165,74.8871062775415,0.14523733660526528,0.09889616024408092,0.04634117636118436
2009-07-24,4.798269271850586,4.798568788833372,4.69360009908029,4.707095981951681,438362400,4.356994080543518,4.1717782306671145,76.70169622310391,0.1606371627114438,0.11124436073755349,0.0493928019738903
2009-07-27,4.801566123962402,4.824959274241837,4.716392008559748,4.803665545179347,433311200,4.383476114273071,4.194061598777771,76.79317230657392,0.1711349273481506,0.12322247405967292,0.047912453288477694
2009-07-28,4.7985687255859375,4.801567499188231,4.726589750231765,4.764978777341585,363554800,4.4105130434036255,4.216602897644043,76.49908978658094,0.17717030743692774,0.13401204073512388,0.043158266701803866
2009-07-29,4.799465179443359,4.812061702747012,4.7460815157077,4.765575734682683,382158000,4.43690505027771,4.236624913215637,76.52804082194075,0.17995135872659684,0.14319990433341848,0.03675145439317837
2009-07-30,4.882242202758789,4.940124237096338,4.843553273116211,4.849551618862908,469604800,4.466836094856262,4.257822594642639,79.08962055383539,0.18668281263709474,0.15189648599415373,0.03478632664294101
2009-07-31,4.9002366065979,4.94852209023793,4.885840576313901,4.888239914694568,422536800,4.501880717277527,4.280327877998352,79.61054705518752,0.1912647553218063,0.15977013985968425,0.031494615462122066
2009-08-03,4.991408348083496,4.997706208997221,4.944621664287568,4.954818448886245,394240000,4.543598198890686,4.305670285224915,82.05046495220081,0.19994790055999712,0.16780569199974682,0.032142208560250296
2009-08-04,4.965015411376953,4.965615245763138,4.924827708773013,4.946420945828701,395810800,4.588809609413147,4.331492552757263,79.09955584286466,0.2023669065727578,0.174717934914349,0.027648971658408794
2009-08-05,4.951820373535156,5.020199098169633,4.924828223757768,4.971014275053193,423183600,4.630632090568542,4.352084369659424,77.59701118885417,0.2009033680190484,0.1799550215352889,0.02094834648375951
2009-08-06,4.915833473205566,4.993809986972527,4.891240649388454,4.965917671674994,341616800,4.6719448328018185,4.370594835281372,73.49649567389893,0.19459647404875025,0.18288331203798117,0.01171316201076908
2009-08-07,4.963815689086914,4.996506264995161,4.942522367736193,4.963216255082325,387354800,4.712417626380921,4.388853359222412,75.36568982636528,0.19126519287111687,0.1845596882046083,0.006705504666508572
2009-08-10,4.940125465393066,4.996508728160121,4.908335025878532,4.968317697412165,300294400,4.745977568626404,4.406194219589233,72.64166871084277,0.18458573600854855,0.18456489776539636,2.0838243152188074e-05
2009-08-11,4.883442401885986,4.929928389008627,4.854951055008189,4.909234092239813,355342400,4.776808404922486,4.420278015136719,66.452700374649,0.17272727629504825,0.18219737347132675,-0.009470097176278502
2009-08-12,4.957820892333984,4.999808120901029,4.872346047572548,4.875044903352724,445071200,4.804445290565491,4.435765438079834,70.05763414433112,0.16740138514448155,0.17923817580595772,-0.011836790661476165
2009-08-13,5.051092624664307,5.058590959340378,4.993510091301185,4.9980088518525925,439980800,4.835785984992981,4.4522425365448,73.85220113723199,0.16876145038170431,0.17714283072110704,-0.008381380339402722
2009-08-14,5.001906394958496,5.045392799906012,4.964417534907471,5.0366955990012325,305816000,4.858324241638184,4.466062421798706,68.89387702838705,0.1639801333074784,0.1745102912383813,-0.010530157930902895
2009-08-17,4.786273002624512,4.906237172985109,4.781174005834294,4.905037102828027,524381200,4.868341302871704,4.475011768341065,52.312108221328856,0.141163843524021,0.16784100169550925,-0.026677158171488247
2009-08-18,4.918531894683838,4.925729510475379,4.84085530514626,4.847453086253198,431152400,4.8870707750320435,4.487098178863525,58.85358469484356,0.13222969512833593,0.1607187403820746,-0.02848904525373866
